Longitude,Latitude,Address,City,Category,ClassificationOfCategories,Area
77.0853845,28.528173,"Malviya Nagar Metro Station, Press Enclave Marg, Shivalik, Saket, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Saket
77.085585,28.528278,Pocket 8 Sector D Vasant Kunj New Delhi Delhi 110070 India,Central Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Karol Bagh
77.085647,28.5284618,"Rangpuri, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110038",South West Delhi,Catcalls/Whistles,Verbal Abuse,Rangpuri
77.086065,28.5284618,"Rangpuri, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110038",South West Delhi,Commenting,Verbal Abuse,Rangpuri
77.0863049,28.5284618,"Rangpuri, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110038",South West Delhi,Touching /Groping,Physical Abuse,Rangpuri
77.086326,28.5286152,"A-3, Saket District Centre, District Centre, Sector 6, Pushp Vihar, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Saket
77.0863591,28.528944,"Masoodpur, Vasant Kunj, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.086485,28.529159,*,South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Hauz Khas
77.086627,28.5292766,"Mathura Road, Pocket C, Saidabad, New Delhi, Delhi 110044, India",South Delhi,Indecent exposure,Non-Verbal Abuse,Saidabad
77.086652,28.5293121,vasant kunj,South West Delhi,Commenting,Verbal Abuse,Vasant Kunj
77.086665,28.529329,*,South Delhi,Commenting,Verbal Abuse,Saket
77.0866811,28.5294337,*,South Delhi,Commenting,Verbal Abuse,Sarita Vihar
77.086774,28.5294736,"Sarita Vihar, Pocket C, Saidabad, New Delhi, Delhi 110076, India",New Delhi,Commenting,Verbal Abuse,Saidabad
77.087828,28.5294736,"Sarita Vihar, Pocket C, Saidabad, New Delhi, Delhi 110076, India",New Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Saidabad
77.087838,28.5294736,"Sarita Vihar, Pocket C, Saidabad, New Delhi, Delhi 110076, India",New Delhi,Touching /Groping,Physical Abuse,Saidabad
77.0878385,28.529931,"Select City walk Bus Stop, Saket District Centre, Sector 6, Pushp Vihar, New Delhi, Delhi 110017, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Saket
77.087839,28.529931,"Select City walk Bus Stop, Select City Walk Mall, Saket District Centre, Sector 6, Pushp Vihar, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Saket
77.088103,28.529938,"Select City walk Bus Stop, Saket District Centre, Sector 6, Pushp Vihar, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Pushp Vihar
77.0882705,28.5304408,Alaknanda New Delhi Delhi India,South Delhi,Commenting,Verbal Abuse,Alaknanda
77.088683,28.5304408,"Alaknanda, New Delhi, Delhi, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Alaknanda
77.088783,28.530441,"Alaknanda, New Delhi, Delhi, India",South Delhi,Commenting,Verbal Abuse,Alaknanda
77.089542,28.5307812,"Sarita Vihar, New Delhi, Delhi, India",South Delhi,Touching /Groping,Physical Abuse,Sarita Vihar
77.089752,28.530923,H-Block Block G 6 Malviya Nagar New Delhi Delhi 110017 India,South Delhi,Commenting,Verbal Abuse,Malviya Nagar
77.0897898,28.532251,"Block J, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Malviya Nagar
77.0902615,28.5325722,bijwasan,South Delhi,Commenting,Verbal Abuse,Bijwasan
77.09039,28.5325722,"Bijwasan, New Delhi, Delhi, India",South Delhi,Taking pictures without permission,Non-Verbal Abuse,Bijwasan
77.090621,28.5328045,"Jahanpanah Park, Alaknanda - GK 2, New Delhi",South Delhi,Commenting,Verbal Abuse,Alaknanda
77.090981,28.533016,"College Of Vocational Studies, Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Sheikh Sarai
77.091566,28.533016,"College Of Vocational Studies, Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Sexual Invites,Verbal Abuse,Sheikh Sarai
77.091954,28.5330262,"JC-40 Khirki Main Rd Khirki Extension Panchsheel Extension, Malviya Nagar Rd, Khirki Extension, Panchsheel Vihar, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Malviya Nagar
77.091976,28.5331376,"DDA Flats, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Poor / No Street Lighting,Others,Malviya Nagar
77.092096,28.5334772,"Sheikh Sarai, K Pocket, Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Stalking,Verbal Abuse,Sheikh Sarai
77.0924196,28.5335197,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Stalking,Verbal Abuse,Malviya Nagar
77.092513,28.53352,*,South Delhi,Catcalls/Whistles,Verbal Abuse,Malviya Nagar
77.0925741,28.53352,*,South Delhi,Touching /Groping,Physical Abuse,Malviya Nagar
77.0926985,28.53352,DDA Flats Malviya Nagar New Delhi Delhi 110017 India,South Delhi,Poor / No Street Lighting,Others,Malviya Nagar
77.092712,28.53352,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Chain Snatching,Physical Abuse,Malviya Nagar
77.093053,28.53352,"Shvalik, DDA Flats, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Malviya Nagar
77.0936492,28.5337071,"H-Block, Block G 6, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Malviya Nagar
77.0938,28.5338111,"Rajokari Crossing, Samalka, New Delhi, Delhi 110037",South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Samalka
77.093858,28.5338111,"Rajokari Crossing, Samalka, New Delhi, Delhi 110037",South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Rajokri
77.094218,28.5339737,"Malviya Nagar, Block E, Malviya Nagar, New Delhi, Delhi 110017",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Malviya Nagar
77.094314,28.533994,"Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Sheikh Sarai
77.094444,28.533994,"Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Sheikh Sarai
77.095297,28.533994,"Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Indecent exposure,Non-Verbal Abuse,Sheikh Sarai
77.096286,28.534009,"Panchsheel Extension, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Malviya Nagar
77.096736,28.534187,"43-G, Lal Bahadur Shastri Marg, Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Sheikh Sarai
77.098174,28.534197,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Malviya Nagar
77.098222,28.534197,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Malviya Nagar
77.098368,28.534197,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Sexual Invites,Verbal Abuse,Malviya Nagar
77.098638,28.534197,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Chain Snatching,Physical Abuse,Malviya Nagar
77.0999578,28.534197,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Malviya Nagar
77.100065,28.5342332,"Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Malviya Nagar
77.100152,28.534437,"Mehrauli Mahipalpur Road, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.101052,28.5346848,"New, Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Sheikh Sarai
77.101154,28.5348475,"Block M, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048, India",South Delhi,Taking pictures without permission,Non-Verbal Abuse,Greater Kailash
77.101557,28.5349383,"Mehrauli Road, Phase II, Sheikh Sarai Phase II, New Delhi, Delhi 110017, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Sheikh Sarai
77.1016991,28.53503849,"Sheikh Sarai, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Sheikh Sarai
77.101771,28.53522681,"B-81/A, Panchsheel Vihar, Behind Triveni Commercial Complex, Sheikh Sarai Ph-1, Near Apeejay School, Phase I, Malviya Nagar, Sheikh Sarai Village, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Malviya Nagar
77.101798,28.53536,"Block E, Greater Kailash II, Greater Kailash, New Delhi, Delhi, India",South Delhi,Touching /Groping,Physical Abuse,Greater Kailash
77.101861,28.53536,Greater Kailash II Greater Kailash New Delhi Delhi India,South Delhi,Commenting,Verbal Abuse,Greater Kailash
77.10194,28.53536,Greater Kailash II Greater Kailash New Delhi Delhi India,South Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Greater Kailash
77.10203,28.53536,"Greater Kailash II, Greater Kailash, New Delhi, Delhi, India",South Delhi,Commenting,Verbal Abuse,Greater Kailash
77.1021305,28.53536,"Greater Kailash II, Greater Kailash, New Delhi, Delhi, India",South Delhi,Indecent exposure,Non-Verbal Abuse,Greater Kailash
77.1024588,28.53536,"Greater Kailash II, Greater Kailash, New Delhi, Delhi, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Greater Kailash
77.10249,28.5353772,"New, Sheikh Sarai Village, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Petty Robbery,Physical Abuse,Sheikh Sarai
77.1024902,28.5354383,*,South East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Govindpuri
77.103389,28.5354383,"Govindpuri, New Delhi, Delhi 110019, India",South East Delhi,Catcalls/Whistles,Verbal Abuse,Govindpuri
77.103845,28.5354383,"Govindpuri, New Delhi, Delhi, India",South East Delhi,Taking pictures without permission,Non-Verbal Abuse,Govindpuri
77.104918,28.535476,Malviya Nagar Block E Malviya Nagar New Delhi Delhi 110017,South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Malviya Nagar
77.104954,28.5356837,"Guru Ravidas Marg, Govindpuri, New Delhi, Delhi 110019, India",South East Delhi,Stalking,Verbal Abuse,Govindpuri
77.105709,28.535907,"Tikona Park, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Malviya Nagar
77.105736,28.535907,"Tikona Park, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Taking pictures without permission,Non-Verbal Abuse,Malviya Nagar
77.105988,28.536316,*,South Delhi,Commenting,Verbal Abuse,Sheikh Sarai
77.106289,28.536316,"Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Sheikh Sarai
77.106564,28.536316,"Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Sexual Invites,Verbal Abuse,Sheikh Sarai
77.106941,28.536316,"Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Indecent exposure,Non-Verbal Abuse,Sheikh Sarai
77.107016,28.536316,"Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Taking pictures without permission,Non-Verbal Abuse,Sheikh Sarai
77.107121,28.536316,"Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Sheikh Sarai
77.107133,28.5364738,*,South Delhi,Stalking,Verbal Abuse,Sarita Vihar
77.107159,28.536503,"Jagdamba Camp, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Sheikh Sarai
77.107165,28.536503,"Jagdamba Camp, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Sheikh Sarai
77.1072188,28.536503,"Jagdamba Camp, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Sexual Invites,Verbal Abuse,Sheikh Sarai
77.1089637,28.536629,"Block E, Chittaranjan, New Delhi, Delhi 110019, India",South Delhi,Touching /Groping,Physical Abuse,Chittaranjan Park
77.1096829,28.5367922,"Sheikh Sarai, Sheikh Sarai, New Delhi, Delhi 110017, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Sheikh Sarai
77.109683,28.536947,"Block N, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Malviya Nagar
77.10970703,28.536947,"Block N, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Commenting,Verbal Abuse,Malviya Nagar
77.110402,28.536947,"Block N, Malviya Nagar, New Delhi, Delhi 110017, India",South Delhi,Touching /Groping,Physical Abuse,Malviya Nagar
77.110603,28.537311,*,South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Greater Kailash
77.110868,28.53742,"Kalkaji, New Delhi, Delhi, India",South Delhi,Commenting,Verbal Abuse,Kalkaji
77.1108681,28.5374434,Block E Greater Kailash II Greater Kailash New Delhi Delhi India,South Delhi,Touching /Groping,Physical Abuse,Kalkaji
77.111031,28.5374434,"Block E, Greater Kailash II, Greater Kailash, New Delhi, Delhi, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Greater Kailash
77.1116609,28.537632,"Chirag Dilli, New Delhi, Delhi, India",South Delhi,North East India Report,Others,Chirag Dilli
77.111988,28.5376545,"Block M, Rampuri, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Kalkaji
77.11283,28.538155,"Jasola Apollo, Mathura Road, Jasola, New Delhi, Delhi 110076, India",South East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Jasola
77.112836,28.5381661,"Madanpur Khadar, New Delhi, Delhi, India",South Delhi,Online Harassment,Verbal Abuse,Madanpur Khadar
77.11292,28.538389,"Road, Sarvodaya Enclave Market, Adchini, New Delhi, Delhi 110017, India",New Delhi,Sexual Invites,Verbal Abuse,Adchini
77.113085,28.538672,*,South Delhi,Commenting,Verbal Abuse,Greater Kailash
77.113144,28.539082,"Chirag Delhi, New Delhi, Delhi, India",South Delhi,Commenting,Verbal Abuse,Chirag Dilli
77.113279,28.539082,"Chirag Delhi, New Delhi, Delhi, India",South Delhi,Chain Snatching,Physical Abuse,Chirag Dilli
77.1133405,28.5394202,"Road Number 13A, Shaheen Bagh, Jasola, New Delhi, Delhi 110020, India",South East Delhi,Catcalls/Whistles,Verbal Abuse,Jasola
77.113678,28.5397737,"Maruti Suzuki Building, Nelson Mandela Marg, Delhi",South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Vasant Kunj
77.114249,28.5399181,*,South Delhi,Commenting,Verbal Abuse,Kalkaji
77.115419,28.5399181,"Block H, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Kalkaji
77.115459,28.5399515,*,South Delhi,Commenting,Verbal Abuse,Kalkaji
77.115484,28.5399515,*,South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Kalkaji
77.11549,28.5399515,"Kalkaji, New Delhi, Delhi, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Kalkaji
77.115793,28.5399515,"Kalkaji, New Delhi, Delhi, India",South Delhi,Chain Snatching,Physical Abuse,Kalkaji
77.116007,28.5399515,"Kalkaji, New Delhi, Delhi, India",South Delhi,Others,Others,Kalkaji
77.11643,28.5400917,"59/1, Ground Floor, Saroj Towers, Budh Bazar Road, Guru Ravidas Marg, Block K, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Human Trafficking,Physical Abuse,Kalkaji
77.116785,28.5405606,"Pocket 1, Jasola Vihar, New Delhi, Delhi, India",South East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Jasola
77.117177,28.5405965,Jasola Apollo Mathura Road Jasola New Delhi Delhi 110076 India,South East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Jasola
77.117213,28.540854,"G-Block, Kalkaji Main Rd, Block H, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Petty Robbery,Physical Abuse,Kalkaji
77.117396,28.5408999,"Krishna Market, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Petty Robbery,Physical Abuse,Kalkaji
77.1175945,28.5410918,"Block G, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Kalkaji
77.1176652,28.541122,*,South Delhi,Catcalls/Whistles,Verbal Abuse,Katwaria Sarai
77.117954,28.541158,"PVR BluO, Nelson Mandela Road, Vasant Kunj II, Vasant Kunj, New Delhi, Delhi 110070, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.118166,28.5413785,"Nehru Pl Rd, Block DD, Block 9, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Stalking,Verbal Abuse,Nehru Place
77.1183137,28.541714,"Nelson Mandela Road, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.1184723,28.541714,"Nelson Mandela Road, New Delhi, Delhi, India",Central Delhi,Chain Snatching,Physical Abuse,Karol Bagh
77.118493,28.5421788,"Kalkaji Extension, Govindpuri, New Delhi, Delhi 110019, India",South Delhi,Touching /Groping,Physical Abuse,Kalkaji
77.1188143,28.5421788,"Kalkaji Extension, Govindpuri, New Delhi, Delhi 110019, India",South East Delhi,Sexual Invites,Verbal Abuse,Govindpuri
77.119632,28.5421788,"Kalkaji Extension, Govindpuri, New Delhi, Delhi 110019, India",South East Delhi,Stalking,Verbal Abuse,Govindpuri
77.119641,28.5421788,"Kalkaji Extension, Govindpuri, New Delhi, Delhi 110019, India",South East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Govindpuri
77.119701,28.5421788,"Kalkaji Extension, Govindpuri, New Delhi, Delhi 110019, India",South East Delhi,Petty Robbery,Physical Abuse,Govindpuri
77.119704,28.5421788,"Kalkaji Extension, Govindpuri, New Delhi, Delhi 110019, India",South East Delhi,Rape / Sexual Assault,Physical Abuse,Govindpuri
77.119859,28.5423455,"Institute of Road Safety and Fleet Management, National Highway 8, Milakpur Kohi Rangpuri, Mahipalpur, New Delhi, Delhi 110037, India",South West Delhi,Others,Others,Mahipalpur
77.119932,28.542511,"Sarvapriya Vihar, New Delhi, Delhi 110016, India",South Delhi,Touching /Groping,Physical Abuse,Sarvapriya Vihar
77.120024,28.542767,"Sarvapriya Vihar, New Delhi, Delhi, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Sarvapriya Vihar
77.120471,28.542824,*,South Delhi,Rape / Sexual Assault,Physical Abuse,Greater Kailash
77.120731,28.542824,VSNL Colony Greater Kailash Enclave I Greater Kailash New Delhi Delhi 110048 India,South Delhi,Catcalls/Whistles,Verbal Abuse,Greater Kailash
77.120914,28.5430694,"Post Office Marg, Block DD, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Kalkaji
77.120915,28.543218,"Panchsheel Enclave, Panchsheel Park North, Panchsheel Park, New Delhi, Delhi 110049",South Delhi,Indecent exposure,Non-Verbal Abuse,Panchsheel Park
77.1209838,28.543347,"Gamal Abdel Nasser Marg, Block 1, Sarvapriya Vihar, New Delhi, Delhi 110016, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Sarvapriya Vihar
77.12119,28.543347,"Hauz Khas Metro Station, Gamal Abdel Nasser Marg, Sarvapriya Vihar, Block 1, Sarvapriya Vihar, New Delhi, Delhi 110016, India",South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Hauz Khas
77.121382,28.5434006,"Balaji Estate, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Stalking,Verbal Abuse,Kalkaji
77.1224529,28.5434006,"Balaji Estate, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Kalkaji
77.122907,28.5434361,"Block E, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Commenting,Verbal Abuse,Kalkaji
77.123111,28.5434361,"Block E, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Others,Others,Kalkaji
77.123168,28.5434361,"Block E, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Touching /Groping,Physical Abuse,Kalkaji
77.123348,28.543444,Hauz Khas Block 1 Sarvapriya Vihar New Delhi Delhi 110016 India,South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Hauz Khas
77.123698,28.5435436,"Hauz Khas, Block 1, Sarvapriya Vihar, New Delhi, Delhi 110016, India",South Delhi,Taking pictures without permission,Non-Verbal Abuse,Sarvapriya Vihar
77.1237128,28.543777,"Block DD, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Sexual Invites,Verbal Abuse,Kalkaji
77.124012,28.543777,"Block DD, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Stalking,Verbal Abuse,Kalkaji
77.124067,28.543777,"Block DD, Kalkaji, New Delhi, Delhi 110019, India",South Delhi,Petty Robbery,Physical Abuse,Kalkaji
